								
#station_barter								
Id	CorpProduceItems	CorpAdditionalConsumeItems	CivResProduceItems	CivResAdditionalConsumeItems	QuasiProduceItems	QuasiAdditionalConsumeItems	PiratesProduceItems	PiratesAdditionalConsumeItems
Tycho	other_industry_1 other_industry_6 transit_5 fire_prod_smg_1	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB	other_industry_6 resistant_prod_2 fire_prod_smg_1	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	other_industry_1 fire_prod_smg_1	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB
ShuCenter	spy_mining_1 spy_mining_2 spy_mining_3 melee_prod_6	miner_clothing_container worker_clothing_container weapon_container electrical_parts_container ai_module communication_relay quasi_sensor_device geoscanner_device chemical_analyzer hydraulic_pump packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB	spy_mining_2 spy_mining_3 resistant_prod_2 melee_prod_7	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	spy_mining_1 melee_prod_7	miner_clothing_container worker_clothing_container weapon_container electrical_parts_container ai_module communication_relay quasi_sensor_device geoscanner_device chemical_analyzer hydraulic_pump packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB
RedTiangong	food_industry_1 food_industry_2 food_industry_4 food_prod_1 food_prod_5	worker_clothing_container ai_module scientific_equipment research_disk prototype_schematics precious_metals gunbang_magazine medical_components itemChip mediumItemChip highItemChip merkUSB classUSB	food_industry_1 food_industry_2 food_industry_3 food_industry_4 resistant_prod_2 food_prod_1	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	food_industry_1 food_industry_2 food_prod_1 food_prod_3 food_prod_5	worker_clothing_container ai_module scientific_equipment research_disk prototype_schematics precious_metals gunbang_magazine medical_components itemChip mediumItemChip highItemChip merkUSB classUSB
RebusSkyCity	prod_devices_4 prod_devices_5 prod_devices_6	servo_backpack quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB	prod_devices_4 prod_devices_6 resistant_prod_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_devices_5	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB
HISAres	military_devices_4 military_devices_5 military_devices_6 military_devices_1 other_industry_7 fire_prod_rifl_3	miner_clothing_container worker_clothing_container scientist_clothing_container weapon_container armor_container tool_container geoscanner_device welding_machine_device chemical_analyzer quasiresearch_disk entertainment_software precious_metals itemChip mediumItemChip highItemChip merkUSB classUSB	other_industry_7 military_devices_5 resistant_prod_2 fire_prod_rifl_1	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	military_devices_6 military_devices_1 fire_prod_rifl_2	miner_clothing_container worker_clothing_container scientist_clothing_container security_clothing_container weapon_container armor_container tool_container geoscanner_device welding_machine_device chemical_analyzer quasiresearch_disk entertainment_software precious_metals itemChip mediumItemChip highItemChip merkUSB classUSB
Argyre	prod_mining_1 prod_mining_5 prod_mining_2 power_action_5 tech_ammo_depo_3	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB	prod_mining_1 prod_mining_5 resistant_prod_2 tech_ammo_depo_3	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_mining_2 power_action_5 tech_ammo_depo_3	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB
SinkholeOasis	military_devices_4 military_devices_5 military_devices_6 military_devices_2 fire_prod_smg_4	miner_clothing_container worker_clothing_container scientist_clothing_container security_clothing_container weapon_container armor_container geoscanner_device welding_machine_device chemical_analyzer quasiresearch_disk entertainment_software precious_metals itemChip mediumItemChip highItemChip merkUSB classUSB	military_devices_4 military_devices_5 resistant_prod_2 fire_prod_smg_3	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	military_devices_6 military_devices_2 fire_prod_smg_3	miner_clothing_container worker_clothing_container scientist_clothing_container security_clothing_container weapon_container armor_container geoscanner_device welding_machine_device chemical_analyzer quasiresearch_disk entertainment_software precious_metals itemChip mediumItemChip highItemChip merkUSB classUSB
Gloria	prod_mining_3 prod_mining_4 transit_3 mil_ammo_depo_1	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB	prod_mining_3 resistant_prod_2 mil_ammo_depo_1	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_mining_4 mil_ammo_depo_1	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB
IntercityTradeCenter	entertaiment_action_5 entertaiment_action_1 transit_4 entertaiment_action_2	morphine rocketCandy caviar wagyu_steak truffle_oil tuna_steak itemChip mediumItemChip highItemChip merkUSB classUSB	power_action_1 resistant_prod_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	entertaiment_action_5 entertaiment_action_1 entertaiment_action_2	morphine rocketCandy caviar wagyu_steak truffle_oil tuna_steak itemChip mediumItemChip highItemChip merkUSB classUSB
Charon	other_industry_1 other_industry_2 other_industry_3 other_industry_6 fire_prod_shotg_4	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB	other_industry_3 other_industry_6 resistant_prod_2 fire_prod_shotg_3	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	other_industry_1 other_industry_2 fire_prod_shotg_4	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB
Canaan	prod_devices_1 prod_devices_2 prod_devices_3 prod_devices_6	servo_backpack quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB	prod_devices_1 resistant_prod_2 prod_devices_6	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_devices_3	servo_backpack quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB
Hypnos	food_mining_1 food_mining_3 food_prod_3	ai_module scientific_equipment research_disk prototype_schematics precious_metals gunbang_magazine medical_components itemChip mediumItemChip highItemChip merkUSB classUSB	food_mining_1 food_mining_3 resistant_prod_2 food_prod_4 food_prod_3	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	food_mining_3 food_prod_4	ai_module scientific_equipment research_disk prototype_schematics precious_metals gunbang_magazine medical_components itemChip mediumItemChip highItemChip merkUSB classUSB
Orphan	prod_mining_3 prod_mining_4 civil_ammo_depo_2	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB	prod_mining_4 resistant_prod_2 civil_ammo_depo_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_mining_3 civil_ammo_depo_2	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB
RogueCity	military_devices_1 military_devices_2 military_devices_5 military_devices_6 fire_prod_mark_2	miner_clothing_container worker_clothing_container scientist_clothing_container security_clothing_container weapon_container armor_container geoscanner_device welding_machine_device chemical_analyzer quasiresearch_disk entertainment_software precious_metals itemChip mediumItemChip highItemChip merkUSB classUSB	military_devices_1 military_devices_2 resistant_prod_1 fire_prod_mark_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	military_devices_5 military_devices_6 fire_prod_mark_2	miner_clothing_container worker_clothing_container scientist_clothing_container security_clothing_container weapon_container armor_container tool_container geoscanner_device welding_machine_device chemical_analyzer quasiresearch_disk entertainment_software precious_metals itemChip mediumItemChip highItemChip merkUSB classUSB
SwiftAndVoltaire	science_industry_1 science_industry_2 science_industry_3 science_industry_4 med_prod_4	moon_crossbow mercury_staff moon_heavy_armor moon_armor azt_light_armor azt_heavy_armor venus_armor_shards moon_armor_shards demonic_aye skull_explosion skull_ray skull_contract_mercury skull_bloodstrike skull_bloodlust skull_call_of_blood skull_contract_venus skull_transformation skull_resurrection skull_contract_luna itemChip mediumItemChip highItemChip merkUSB classUSB	science_industry_3 science_industry_4 resistant_prod_2 med_prod_4	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	science_industry_1 science_industry_2 med_prod_4	moon_crossbow mercury_staff moon_heavy_armor moon_armor azt_light_armor azt_heavy_armor venus_armor_shards moon_armor_shards demonic_aye skull_explosion skull_ray skull_contract_mercury skull_bloodstrike skull_bloodlust skull_call_of_blood skull_contract_venus skull_transformation skull_resurrection skull_contract_luna itemChip mediumItemChip highItemChip merkUSB classUSB
AresPost	spy_mining_1 spy_mining_2 spy_mining_3 fire_prod_pist_1	miner_clothing_container worker_clothing_container weapon_container electrical_parts_container ai_module communication_relay quasi_sensor_device geoscanner_device chemical_analyzer hydraulic_pump packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB	spy_mining_3 resistant_prod_2 fire_prod_pist_1	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	spy_mining_1 spy_mining_2 fire_prod_pist_1	miner_clothing_container worker_clothing_container weapon_container electrical_parts_container ai_module communication_relay quasi_sensor_device geoscanner_device chemical_analyzer hydraulic_pump packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB
Warden	food_mining_2 food_mining_3 transit_6	ai_module scientific_equipment research_disk prototype_schematics precious_metals gunbang_magazine medical_components itemChip mediumItemChip highItemChip merkUSB classUSB	food_mining_2 food_mining_3 resistant_prod_2 food_prod_4	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	food_mining_2	worker_clothing_container ai_module scientific_equipment research_disk prototype_schematics precious_metals gunbang_magazine medical_components itemChip mediumItemChip highItemChip merkUSB classUSB
DarkFlora	science_mining_1 science_mining_2 capital_asset_1 med_prod_2	moon_crossbow mercury_staff moon_heavy_armor moon_armor azt_light_armor azt_heavy_armor venus_armor_shards moon_armor_shards demonic_aye skull_explosion skull_ray skull_contract_mercury skull_bloodstrike skull_bloodlust skull_call_of_blood skull_contract_venus skull_transformation skull_resurrection skull_contract_luna itemChip mediumItemChip highItemChip merkUSB classUSB	science_mining_2 power_action_2 resistant_prod_2 med_prod_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	science_mining_1 power_action_2 med_prod_2	moon_crossbow mercury_staff moon_heavy_armor moon_armor azt_light_armor azt_heavy_armor venus_armor_shards moon_armor_shards demonic_aye skull_explosion skull_ray skull_contract_mercury skull_bloodstrike skull_bloodlust skull_call_of_blood skull_contract_venus skull_transformation skull_resurrection skull_contract_luna itemChip mediumItemChip highItemChip merkUSB classUSB
Sundog	prod_mining_1 prod_mining_5 prod_mining_2 civil_ammo_depo_2	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB	prod_mining_5 prod_mining_1 resistant_prod_2 civil_ammo_depo_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_mining_2 civil_ammo_depo_2	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB
Epitome	science_industry_3 science_industry_5 science_industry_6 tech_ammo_depo_1 med_prod_1 prod_industry_4	moon_crossbow mercury_staff moon_heavy_armor moon_armor azt_light_armor azt_heavy_armor venus_armor_shards moon_armor_shards demonic_aye skull_explosion skull_ray skull_contract_mercury skull_bloodstrike skull_bloodlust skull_call_of_blood skull_contract_venus skull_transformation skull_resurrection skull_contract_luna itemChip mediumItemChip highItemChip merkUSB classUSB	science_industry_6 resistant_prod_2 tech_ammo_depo_2 med_prod_1 prod_industry_4	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	science_industry_3 science_industry_5 tech_ammo_depo_2 med_prod_1	moon_crossbow mercury_staff moon_heavy_armor moon_armor azt_light_armor azt_heavy_armor venus_armor_shards moon_armor_shards demonic_aye skull_explosion skull_ray skull_contract_mercury skull_bloodstrike skull_bloodlust skull_call_of_blood skull_contract_venus skull_transformation skull_resurrection skull_contract_luna itemChip mediumItemChip highItemChip merkUSB classUSB
Angel	other_industry_1 other_industry_5 other_industry_7 other_industry_2 fire_prod_shotg_4	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB	other_industry_5 other_industry_7 resistant_prod_2 fire_prod_shotg_3	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	other_industry_1 other_industry_2 fire_prod_shotg_4	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB
Eos	prod_industry_2 prod_industry_3 prod_industry_5 entertaiment_action_2 armor_prod_3	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB	prod_industry_2 prod_industry_3 resistant_prod_2 armor_prod_3	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_industry_5 entertaiment_action_2 armor_prod_2	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB
Lumina	prod_mining_1 prod_mining_4 prod_mining_5 mil_ammo_depo_2	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB	prod_mining_4 prod_mining_5 resistant_prod_2 mil_ammo_depo_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_mining_1 mil_ammo_depo_2	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB
Oracle	other_industry_2 other_industry_3 other_industry_5 fire_prod_shotg_6	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB	other_industry_5 resistant_prod_2 fire_prod_shotg_5	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	other_industry_2 other_industry_3 fire_prod_shotg_5	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB
Flinthold	prod_mining_3 prod_mining_2 power_action_2	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB	prod_mining_3 resistant_prod_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_mining_2 power_action_2	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB
Nox	prod_industry_1 prod_industry_4 prod_industry_5 armor_prod_4	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB	prod_industry_5 resistant_prod_2 armor_prod_1	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_industry_1 armor_prod_1	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB
BlueMoon	entertaiment_action_1 entertaiment_action_2 entertaiment_action_4 mil_ammo_depo_3	morphine rocketCandy caviar wagyu_steak truffle_oil tuna_steak itemChip mediumItemChip highItemChip merkUSB classUSB	power_action_3 resistant_prod_2 mil_ammo_depo_3	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	entertaiment_action_1 entertaiment_action_2 entertaiment_action_4 mil_ammo_depo_3	morphine rocketCandy caviar wagyu_steak truffle_oil tuna_steak itemChip mediumItemChip highItemChip merkUSB classUSB
Pedigree	food_industry_1 food_industry_2 food_industry_3 food_industry_4 food_prod_2 food_prod_4	worker_clothing_container ai_module scientific_equipment research_disk prototype_schematics precious_metals gunbang_magazine medical_components itemChip mediumItemChip highItemChip merkUSB classUSB	food_industry_1 food_industry_2 food_industry_3 food_industry_4 resistant_prod_2 food_prod_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	food_industry_3 food_industry_4 food_prod_2 food_prod_3 food_prod_5	worker_clothing_container ai_module scientific_equipment research_disk prototype_schematics precious_metals gunbang_magazine medical_components itemChip mediumItemChip highItemChip merkUSB classUSB
Frostreach	spy_mining_1 spy_mining_2 spy_mining_3 melee_prod_2	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB	spy_mining_1 resistant_prod_2 melee_prod_5	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	spy_mining_3 melee_prod_4	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB
Jaffa	other_industry_4 other_industry_5 other_industry_7 other_industry_2	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB	other_industry_4 resistant_prod_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	other_industry_5	military_food_container communication_relay mining_equipment construction_equipment memory_software entertainment_software packaged_recreational_robot itemChip mediumItemChip highItemChip merkUSB classUSB
Cryptoria	science_mining_1 science_mining_2 science_industry_7	moon_crossbow mercury_staff moon_heavy_armor moon_armor azt_light_armor azt_heavy_armor venus_armor_shards moon_armor_shards demonic_aye skull_explosion skull_ray skull_contract_mercury skull_bloodstrike skull_bloodlust skull_call_of_blood skull_contract_venus skull_transformation skull_resurrection skull_contract_luna itemChip mediumItemChip highItemChip merkUSB classUSB	science_mining_1 science_mining_2 resistant_prod_2	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	science_mining_2 science_industry_7	moon_crossbow mercury_staff moon_heavy_armor moon_armor azt_light_armor azt_heavy_armor venus_armor_shards moon_armor_shards demonic_aye skull_explosion skull_ray skull_contract_mercury skull_bloodstrike skull_bloodlust skull_call_of_blood skull_contract_venus skull_transformation skull_resurrection skull_contract_luna itemChip mediumItemChip highItemChip merkUSB classUSB
Carmel	prod_mining_2 prod_mining_4 prod_mining_5 civil_ammo_depo_1	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB	prod_mining_4 resistant_prod_2 civil_ammo_depo_1	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_mining_2 civil_ammo_depo_1	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB
Lavinium	prod_industry_2 prod_industry_3 prod_industry_6 prod_industry_7 armor_prod_1	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB	prod_industry_3 prod_industry_6 resistant_prod_2 armor_prod_1	armor_repair_kit weapon_repair_kit melee_repair_kit military_food_container security_clothing_container weapon_container armor_container tool_container itemChip mediumItemChip highItemChip merkUSB classUSB	quasi_prod_2	weapon_container robot_parts_container ai_module quasiresearch_disk research_disk management_unit darknet_unit military_unit memory_software entertainment_software biomass_tank medical_components	prod_industry_2 prod_industry_7 armor_prod_2	servo_backpack electrical_parts_container quasi_sensor_device management_unit darknet_unit military_unit drug_cargo gunbang_magazine itemChip mediumItemChip highItemChip merkUSB classUSB
