#meleeweapons																																	
Id		Price	Weight	InventoryWidthSize	WeaponClass	WeaponSubClass	RequiredAmmo	OverrideAmmo	DefaultAmmoId	Damage	Firemodes	MagazineCapacity	ReloadDuration	ReloadOneClip	DurabilityLossOnThrow	ThrowRange	MeleeCanAmputate	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory												
medical_equipment		156	5.8	2	1	BartherResource																											
scientific_equipment		174	5.6	2	1	BartherResource																											
mining_equipment		143	6.2	2	1	BartherResource																											
construction_equipment		168	6.2	2	1	BartherResource																											
chemical_analyzer		111	1.4	1	1	BartherResource																											
hydraulic_pump		97	1.6	1	1	BartherResource																											
quasiresearch_disk		118	0.2	1	5	BartherResource																											
research_disk		104	0.2	1	5	BartherResource																											
prototype_schematics		69	0.1	1	10	BartherResource																											
*management_unit		114	0.1	1	10	BartherResource																											
*darknet_unit		160	0.1	1	10	BartherResource																											
*military_unit		132	0.1	1	10	BartherResource																											
*memory_software		68	0.1	1	10	BartherResource																											
*entertainment_software		54	0.1	1	10	BartherResource																											
expert_disk		98	0.1	1	10	BartherResource																											
quasisamples		143	1.4	1	5	BartherResource																											
biomass_tank		80	2.6	1	5	BartherResource																											
precious_metals		204	1	1	10	BartherResource																											
drug_cargo		196	1	1	2	BartherResource																											
*gunbang_magazine		60	0.1	1	10	BartherResource																											
medical_components		80	2.2	1	2	BartherResource																											
watermelon		20	0.4	1	5	Container																											
#end																																	
																																	
#datadisks																																	
Id		Price	Weight	InventoryWidthSize	UnlockType	UnlockIds																											
itemChip		100	0.1	1	ProductionItem	pmc_club vodka bandit_vest army_pistol hatchet army_pistol_2 pmc_pistol_2 spec_pistol_2 dark_pistol_2 rail_pistol_2 tech_pistol_2 petrov_pistol_2 petrov_pistol_3 pmc_shotgun dark_shotgun pmc_smg pmc_smg_2 bandit_smg_2 pmc_assault desert_assault desert_marksman pistol_burst_ammo shotgun_bullet_ammo medicalClue mre_pack pmc_vest bandit_vest_armored army_vest cevlar_vest smuggler_armor worker_armor pmc_armor smuggler_helmet worker_helmet pmc_helmet balaklava smuggler_pants worker_pants pmc_pants smuggler_boots worker_boots pmc_boots frag_grenade thermal_grenade stun_grenade frag_mine miner_bolts_ammo																											
mediumItemChip		200	0.1	1	ProductionItem	tech_katana army_pistol_3 pmc_pistol_3 spec_pistol_3 dark_pistol_3 rail_pistol_3 tech_pistol_3 dark_shotgun_2 desert_shotgun_2 spec_shotgun spec_smg tech_smg plazma_smg spec_assault plazma_assault army_sniper desert_marksman_2 tech_rifle desert_hmg pistol_expansive_ammo shotgun_flechette_ammo shotgun_dragon_ammo medium_police_ammo surgicalKit antidote bloodBag painkillers medium_backpack servo_backpack pmc_vest_armored cevlar_vest_pockets doom_armor doom_helmet doom_pants doom_boots power_armor power_helmet power_pants power_boots armor_repair_kit weapon_repair_kit melee_repair_kit stationary_turret fire_turret energy_turret medium_basic_ammo medium_police_ammo heavy_basic_ammo																											
highItemChip		400	0.1	1	ProductionItem	army_pistol_4 plazma_shotgun army_sniper_2 tech_marksman plazma_hmg spec_hmg heavy_armorpierce_ammo big_backpack ceramit_vest automap																											
RealWareItemChip		500	0.1	1	ProductionItem	spec_hatchet spec_pistol_rv spec_smg_rv spec_assault_rv realwear_armor rw_militia_vest rw_warlord_armor realwear_helmet rw_militia_helmet rw_warlord_helmet realwear_pants rw_militia_pants rw_warlord_pants realwear_boots rw_warlord_boots																											
SBNItemChip		500	0.1	1	ProductionItem	sbn_pistol sbn_shotgun sbn_smg solnet_armor svn_cap_vest svn_heavy_armor solnet_helmet svn_cap_hat svn_heavy_helmet solnet_pants svn_cap_pants svn_heavy_pants solnet_boots svn_heavy_boots sbn_assault																											
AncomItemChip		500	0.1	1	ProductionItem	ancm_quasi_pistol pmc_shotgun_2 ancm_shotgun pmc_smg_3 ancm_smg ancm_quasi_assault ancm_marksman ancom_armor ancom_police_armor ancom_agent_armor ancom_helmet ancom_police_mask ancom_agent_mask ancom_pants ancom_police_pants ancom_agent_pants ancom_boots ancom_police_boots ancom_agent_boots																											
DayDreamItemChip		500	0.1	1	ProductionItem	daydream_frostgun toxic_smg toxic_trower daydream_chem_vest daydream_armored_vest daydream_chem_helmet daydream_armored_helmet daydream_chem_pants daydream_armored_pants daydream_chem_boots daydream_toxic_shotgun daydream_frost_shotgun toxic_grenade frost_grenade																											
SunLightItemChip		500	0.1	1	ProductionItem	dark_pistol_4 dark_pistol_5 sl_pistol sl_shotgun sl_sniper sl_power_armor sl_power_helmet sl_power_pants sl_power_boots sl_assault sl_marksman sl_exoskeleton_backpack																											
CoreItemChip		500	0.1	1	ProductionItem	sapper_shovel core_nailgun core_nailmachinegun core_laser core_disctrower core_flametrower core_hard_vest core_power_armor core_hard_hat core_power_helmet core_hard_pants core_power_pants common_boots core_power_boots																											
PlanetBridgeItemChip		500	0.1	1	ProductionItem	rail_rifle pb_shockgun pb_vest pb_heavy_armor pb_hard_hat pb_heavy_helmet pb_pants pb_heavy_pants pb_boots pb_heavy_boots																											
GrassHopperItemChip		500	0.1	1	ProductionItem	gh_pistol gh_assault gh_marksman grasshopper_smg grasshopper_assault																											
ChurchItemChip		500	0.1	1	ProductionItem	dark_shotgun_3 church_shotgun church_priest_shirt church_power_armor church_priest_helmet church_power_helmet church_priest_pants church_power_pants church_priest_boots church_power_boots shotgun_explosion_ammo church_meltatrower																											
FrancheItemChip		500	0.1	1	ProductionItem	franch_baton franch_pistol franch_smg franch_assault regular_launcher security_armor franch_heavy_armor franch_helmet franch_heavy_mask franch_pants franch_heavy_pants franch_boots franch_heavy_boots franch_shock_pistol franch_shotgun franch_smg_2 franch_shock_smg																											
DiltheyItemChip		500	0.1	1	ProductionItem	dilthye_battery_charge dilthey_sound_pistol_1 dilthey_sound_pistol_2 dilthey_sound_shotgun dilthey_shock_smg dilthey_sound_assault dilthey_shock_sniper dilthey_medium_armor dilthey_medium_helmet dilthey_medium_pants dilthey_medium_boots																											
merkUSB		400	0.1	1	Mercenary	francis_reid_daly victoria_boudicca persival_fawcett Isabella_capet maximilian_rohr jacques_kennet mirza_aishatu kenzie_yukio marika_wulfnod auberon_lukas niko_medich priya_marlon																											
classUSB		500	0.1	1	MercenaryClass	scouts_of_hades ecclipse_blades tifton_elite tunnel_rats phoenix_brigade spaceborn_ghosts angels_of_spades doppelganger_pack valkyrie_squad																											
#end																																	
																																	
#resurrectkits																																	
Id		RessurectClass																															
*defibrillator_device		Human																															
*robot_resurrect_device		Cyborg																															
#end																																	
																																	
#expgainers																																	
Id		ExpAmount	ExpPerkCount	AllowedPerkIds																													
gunbang_magazine		300	3	cold_weapon_wielding pyromaniac piersing_burst precise_shot tactical_reloading perfect_opener weak_point																													
management_unit		300	3	reaction_training hitech_spec reinforced_battery cheap_shot																													
darknet_unit		300	3	covermaster cautious marauder handmade_shotgun_ammo enhanced_heavy_ammo war_crime																													
military_unit		300	3	military_training cqc_specialist battle_concentration last_bullet heavy_weaponary stationary_defense grenadier																													
memory_software		300	3	surgeon emergency_revival first_aid duty_shift arsonist proper_nutrition																													
entertainment_software		300	3	blind_fury cannibalism carnage taste_of_blood possession ritualism masochism insanity axe_rage																													
anabolic_steroid		300	3	bodybuilding hardening insensitivity athletics addict immune_response elemental_resist																													
#end																																	
																																	
#itemtransformation																																	
Id		OutputItems																															
army_knife		pierce_melee_shards 2 plastic 1																															
elite_knife		pierce_melee_shards 2 metal_tread 1 rubber 1																															
miner_knife		broken_weapon 2 pierce_melee_shards 1																															
glass_knife		glass 2																															
azt_sickle		venus_weapon_shard 1 venus_armor_shards 1																															
machete		pierce_melee_shards 2 rusty_shards 1 plastic 1																															
tech_katana		pierce_melee_shards 2 metal_tread 1 rubber 1 plastic 1																															
moon_falchion		moon_bones 2 moon_armor_shards 1 quasi_bolts_ammo 1																															
scarp_club		coarse_gears 2 rod 1 broken_weapon 1 sawblade_ammo 1																															
pmc_club		blunt_melee_shards 2 rod 1 plastic 1																															
azt_club		venus_weapon_shard 1 venus_armor_shards 1																															
corp_hand		human_wrist 1 human_skin 1 meat1 1																															
corp_leg		human_feet 1 human_skin 1 meat1 1																															
metal_pipe		blunt_melee_shards 2																															
knuckles		rusty_shards 2																															
breaker		blunt_melee_shards 2 rod 1 coarse_gears 1																															
crowbar		blunt_melee_shards 2 rod 1																															
wrench		blunt_melee_shards 2 coarse_gears 1																															
franch_baton		blunt_melee_shards 2 rod 1 bulb 1																															
civres_powerfist		blunt_melee_shards 2 plastic 1 coarse_gears 1																															
moon_morgenshtern		moon_bones 2 moon_armor_shards 1 quasi_bolts_ammo 1																															
hatchet		pierce_melee_shards 2 blunt_melee_shards 1 rubber 1																															
choppa_axe		rusty_shards 2 pierce_melee_shards 1 rod 1																															
spec_hatchet		pierce_melee_shards 2 blunt_melee_shards 1 armor_shards 1																															
sapper_shovel		rusty_shards 2 pierce_melee_shards 1 rod 1																															
bandit_axe		pierce_melee_shards 2 rod 1 rubber 1																															
azt_big_axe		venus_weapon_shard 2 venus_armor_shards 1																															
bandit_sawblade		coarse_gears 2 pierce_melee_shards 1 metal_tread 1 broken_weapon 1																															
miner_pistol		rusty_shards 1 coarse_gears 1 spring 1																															
army_pistol		plastic 1 weapon_shards 1 spring 1																															
army_pistol_2		plastic 2 weapon_shards 1																															
army_pistol_3		plastic 2 weapon_shards 1 metal_tread 1																															
army_pistol_4		ceramite_shards 2 weapon_shards 1 metal_tread 1																															
pmc_pistol		plastic 1 weapon_shards 1 spring 1																															
pmc_pistol_2		plastic 2 weapon_shards 1																															
pmc_pistol_3		plastic 2 weapon_shards 1 metal_tread 1 spring 1																															
spec_pistol		plastic 1 weapon_shards 1 spring 1																															
spec_pistol_2		rubber 2 weapon_shards 1 metal_tread 1																															
spec_pistol_3		rubber 2 weapon_shards 1 metal_tread 1 blunt_melee_shards 1																															
spec_pistol_rv		ceramite_shards 2 armor_shards 1 weapon_shards 1 circuit_board 1																															
dark_pistol		plastic 2 weapon_shards 1 blunt_melee_shards 1																															
dark_pistol_2		rubber 2 weapon_shards 1 blunt_melee_shards 1																															
dark_pistol_3		rubber 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
dark_pistol_4		ceramite_shards 2 weapon_shards 1 blunt_melee_shards 1																															
dark_pistol_5		ceramite_shards 2 weapon_shards 1 spring 1																															
rail_pistol		plastic 1 weapon_shards 1 circuit_board 1 capacitor 1 metal_tread 1																															
rail_pistol_2		rubber 1 weapon_shards 1 circuit_board 1 capacitor 1 metal_tread 1																															
rail_pistol_3		rubber 1 weapon_shards 1 microelectronics 1 capacitor 1 metal_tread 1																															
tech_pistol		plastic 1 microelectronics 1 circuit_board 1 bulb 1 wire 1																															
tech_pistol_2		plastic 1 microelectronics 1 circuit_board 1 bulb 1 wire 1																															
tech_pistol_3		plastic 1 circuit_board 1 microelectronics 1 bulb 1 wire 1																															
petrov_pistol		plastic 1 weapon_shards 1 spring 1																															
petrov_pistol_2		plastic 1 weapon_shards 1 spring 1																															
petrov_pistol_3		plastic 2 weapon_shards 1																															
civres_pistol		plastic 2 weapon_shards 1 blunt_melee_shards 1																															
civres_pistol_2		plastic 2 weapon_shards 1																															
core_nailgun		rusty_shards 1 coarse_gears 1 plastic 1 spring 1																															
ancm_quasi_pistol		ceramite_shards 2 microelectronics 1 venus_weapon_shard 1 wire 1																															
sbn_pistol		armor_shards 2 microelectronics 1 capacitor 1 metal_tread 1																															
daydream_frostgun		plastic 1 microelectronics 1 circuit_board 1 bulb 1 wire 1																															
gh_pistol		rubber 2 weapon_shards 1 spring 1																															
sl_pistol		armor_shards 2 microelectronics 1 bulb 1 wire 1																															
franch_pistol		rubber 2 weapon_shards 1 spring 1 metal_tread 1																															
azt_pistol		venus_weapon_shard 1 venus_armor_shards 1																															
pmc_shotgun		rubber 2 weapon_shards 1 blunt_melee_shards 1																															
pmc_shotgun_2		armor_shards 2 weapon_shards 1 blunt_melee_shards 1																															
dark_shotgun		rubber 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
dark_shotgun_2		armor_shards 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
dark_shotgun_3		ceramite_shards 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
desert_shotgun		rubber 2 weapon_shards 1 blunt_melee_shards 1																															
desert_shotgun_2		rubber 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
plazma_shotgun		ceramite_shards 2 microelectronics 1 capacitor 1																															
spec_shotgun		armor_shards 2 weapon_shards 1 metal_pipe 1																															
bandit_shotgun		rusty_shards 1 broken_weapon 1 blunt_melee_shards 1																															
church_shotgun		ceramite_shards 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
ancm_shotgun		armor_shards 1 ceramite_shards 1 weapon_shards 1 blunt_melee_shards 1																															
sbn_shotgun		armor_shards 2 microelectronics 1 capacitor 1 metal_tread 1																															
sl_shotgun		ceramite_shards 2 microelectronics 1 capacitor 1																															
azt_shotgun		venus_weapon_shard 2 venus_armor_shards 2																															
pmc_smg		rubber 2 weapon_shards 1 blunt_melee_shards 1																															
pmc_smg_2		rubber 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
pmc_smg_3		rubber 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
spec_smg		armor_shards 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
bandit_smg		broken_weapon 1 weapon_shards 1 rusty_shards 1 rod 1																															
bandit_smg_2		rubber 2 weapon_shards 1 blunt_melee_shards 1																															
tech_smg		plastic 2 circuit_board 1 bulb 1 wire 1 capacitor 1																															
plazma_smg		ceramite_shards 2 circuit_board 1 microelectronics 1 transformer 1																															
spec_smg_rv		ceramite_shards 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
civres_smg		rubber 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
ancm_smg		armor_shards 2 weapon_shards 1 spring 1																															
franch_smg		rubber 2 weapon_shards 1 spring 1																															
sbn_smg		ceramite_shards 2 microelectronics 1 capacitor 1 metal_tread 1																															
toxic_smg		plastic 1 microelectronics 1 glass 1 circuit_board 1 metal_tread 1																															
pmc_assault		armor_shards 2 weapon_shards 1 lens 1 blunt_melee_shards 1																															
spec_assault		ceramite_shards 2 weapon_shards 1 lens 1 blunt_melee_shards 1																															
spec_assault_rv		ceramite_shards 2 armor_shards 1 weapon_shards 1 microelectronics 1 circuit_board 1																															
moon_assault		moon_bones 2 moon_armor_shards 1 demonic_shards 1																															
bandit_assault		broken_weapon 1 weapon_shards 1 rusty_shards 1 rod 1																															
desert_assault		armor_shards 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
civres_assault		armor_shards 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
ancm_quasi_assault		armor_shards 1 ceramite_shards 1 microelectronics 1 venus_weapon_shard 1 wire 1																															
gh_assault		armor_shards 2 weapon_shards 1 lens 1 blunt_melee_shards 1																															
franch_assault		ceramite_shards 1 armor_shards 1 weapon_shards 1 lens 1																															
plazma_assault		ceramite_shards 2 circuit_board 1 microelectronics 1 capacitor 1																															
army_sniper		ceramite_shards 2 weapon_shards 1 lens 1 spring 1 metal_pipe 1																															
army_sniper_2		ceramite_shards 2 weapon_shards 1 lens 1 microelectronics 1																															
desert_marksman		rubber 2 weapon_shards 1 blunt_melee_shards 1																															
desert_marksman_2		armor_shards 2 weapon_shards 1 lens 1 metal_pipe 1																															
tech_marksman		plastic 2 microelectronics 1 lens 1 bulb 1 transformer 1																															
tech_rifle		plastic 2 microelectronics 1 lens 1 bulb 1 capacitor 1																															
civres_marksman		armor_shards 2 weapon_shards 1 lens 1 metal_pipe 1																															
ancm_marksman		ceramite_shards 2 weapon_shards 1 lens 1 microelectronics 1 blunt_melee_shards 1																															
rail_rifle		ceramite_shards 2 microelectronics 1 capacitor 1 metal_tread 1																															
gh_marksman		armor_shards 2 weapon_shards 1 lens 1 blunt_melee_shards 1																															
sl_sniper		plastic 1 ceramite_shards 1 microelectronics 1 lens 1 transformer 1 capacitor 1																															
azt_rifle		venus_weapon_shard 2 venus_armor_shards 2																															
moon_crossbow		moon_bones 2 moon_armor_shards 1 demonic_shards 1																															
miner_mg		rusty_shards 2 spring 1 rod 1																															
core_nailmachinegun		rusty_shards 1 coarse_gears 1 spring 1 rod 1																															
core_laser		armor_shards 2 plastic 1 circuit_board 1 bulb 1 wire 1																															
desert_hmg		ceramite_shards 2 weapon_shards 1 spring 1 metal_pipe 1																															
plazma_hmg		ceramite_shards 2 microelectronics 1 wire 1 capacitor 1 transformer 1																															
spec_hmg		ceramite_shards 2 weapon_shards 1 metal_tread 1 spring 1 metal_pipe 1																															
pb_shockgun		ceramite_shards 2 microelectronics 1 bulb 1 capacitor 1 transformer 1																															
tech_hfg		ceramite_shards 2 microelectronics 1 bulb 1 capacitor 1 transformer 1																															
miner_disctrower		coarse_gears 2 spring 1 rusty_shards 1 rod 1																															
core_disctrower		coarse_gears 2 spring 1 armor_shards 1 rod 1																															
miner_flametrower		coarse_gears 2 metal_tread 1 rusty_shards 1 rod 1																															
core_flametrower		coarse_gears 2 metal_tread 1 armor_shards 1 rod 1																															
toxic_trower		armor_shards 2 glass 1 circuit_board 1 capacitor 1																															
regular_launcher		armor_shards 2 weapon_shards 1 spring 1 metal_tread 1 blunt_melee_shards 1																															
mercury_staff		quasi_energy_ammo 2 qwasi_grenade 1 demonic_aye 1																															
civres_plasma_pistol		microelectronics 1 capacitor 1 plastic 1																															
franch_shock_pistol		ceramite_shards 2 microelectronics 1 bulb 1 capacitor 1 transformer 1																															
dilthey_sound_pistol_1		plastic 2 microelectronics 1 bulb 1																															
dilthey_sound_pistol_2		plastic 1 microelectronics 1 bulb 1 capacitor 1																															
shedu_pistol		plastic 1 weapon_shards 1 spring 1																															
franch_shotgun		ceramite_shards 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
daydream_toxic_shotgun		bulb 1 microelectronics 1 glass 1 circuit_board 1 metal_tread 1																															
daydream_frost_shotgun		bulb 1 microelectronics 1 glass 1 capacitor 1 transformer 1																															
dilthey_sound_shotgun		ceramite_shards 2 microelectronics 1 capacitor 1																															
shedu_gas_shotgun		plastic 1 microelectronics 1 circuit_board 1 wire 1																															
pirates_smg		broken_weapon 1 weapon_shards 1 rusty_shards 1 rod 1																															
pirates_smg_2		rubber 2 weapon_shards 1 blunt_melee_shards 1																															
civres_smg_2		rubber 2 weapon_shards 1 spring 2 blunt_melee_shards 1																															
grasshopper_smg		ceramite_shards 1 armor_shards 1 weapon_shards 1																															
franch_smg_2		ceramite_shards 2 weapon_shards 1 spring 1 blunt_melee_shards 1																															
franch_shock_smg		ceramite_shards 2 microelectronics 1 bulb 1 capacitor 1 transformer 1																															
dilthey_shock_smg		microelectronics 1 bulb 1 capacitor 1 transformer 1																															
sbn_assault		ceramite_shards 2 microelectronics 1 bulb 1 capacitor 1 transformer 1																															
pirates_assault_1		armor_shards 1 weapon_shards 2 spring 1 blunt_melee_shards 1																															
pirates_assault_2		ceramite_shards 1 armor_shards 1 weapon_shards 1 circuit_board 1																															
grasshopper_assault		ceramite_shards 1 armor_shards 1 weapon_shards 1 lens 1																															
civres_plasma_assault		ceramite_shards 2 circuit_board 1 microelectronics 1 capacitor 1																															
sl_assault		ceramite_shards 2 microelectronics 1 lens 1 transformer 1 capacitor 1																															
dilthey_sound_assault		ceramite_shards 1 microelectronics 1 lens 1 transformer 1 capacitor 1																															
shedu_assault		ceramite_shards 2 weapon_shards 1 lens 1 blunt_melee_shards 1																															
pirates_sniper		ceramite_shards 2 weapon_shards 2 rod 1 lens 1																															
sl_marksman		ceramite_shards 2 weapon_shards 1 lens 1 microelectronics 1 blunt_melee_shards 1																															
dilthey_shock_sniper		ceramite_shards 2 weapon_shards 1 lens 1 microelectronics 1 blunt_melee_shards 1																															
shedu_minigun		ceramite_shards 2 weapon_shards 1 spring 1 metal_pipe 1																															
pirates_autocannon		ceramite_shards 2 blunt_melee_shards 1 spring 1 blunt_melee_shards 1 rod 1																															
church_meltatrower		coarse_gears 2 metal_tread 1 rusty_shards 1 rod 1																															
pistol_basic_ammo		powder 2																															
pistol_burst_ammo		powder 2																															
pistol_expansive_ammo		powder 2																															
shotgun_bullet_ammo		powder 2																															
shotgun_shrapnel_ammo		powder 2																															
shotgun_explosion_ammo		powder 2																															
shotgun_flechette_ammo		powder 2																															
shotgun_dragon_ammo		powder 2																															
medium_basic_ammo		powder 2																															
medium_police_ammo		powder 2																															
heavy_basic_ammo		powder 2																															
heavy_armorpierce_ammo		powder 2																															
heavy_plasma_ammo		powder 2																															
superheavy_basic_ammo		powder 3																															
pirates_flack_ammo		powder 3																															
battery_charge		glass 2 acid 1																															
dilthye_battery_charge		glass 2 acid 1																															
toxic_ammo		acid 2																															
battery_crafted_charge		glass 1 acid 1																															
miner_bolts_ammo		broken_weapon 2																															
sawblade_ammo		broken_weapon 2																															
surgicalKit		medpack 2 morphine 1 medicalClue 1 naloxone 1																															
mre_pack		cannedMeat 2 synthBeef 1 chocolateBar 1																															
small_backpack		rags 2 tread 1																															
medium_backpack		rags 2 plastic 1 rubber 1 tread 1																															
big_backpack		rags 2 plastic 1 rubber 1 armor_shards 1 tread 1																															
servo_backpack		coarse_gears 2 rubber 1 metal_tread 1 wire 1																															
sl_exoskeleton_backpack		coarse_gears 2 ceramite_shards 1 armor_shards 1 wire 1																															
pmc_vest		rags 2 metal_tread 1 tread 1																															
pmc_vest_armored		armor_shards 2 metal_tread 1																															
bandit_vest		rags 2 tread 1																															
bandit_vest_armored		rusty_shards 2 metal_tread 1																															
army_vest		rags 2 tread 1																															
cevlar_vest		armor_shards 2 rubber 1 metal_tread 1																															
cevlar_vest_pockets		armor_shards 2 rags 1 tread 1																															
ceramit_vest		ceramite_shards 2 rubber 1 metal_tread 1																															
doom_armor		armor_shards 2 ceramite_shards 1 capacitor 1 metal_tread 1																															
ancom_armor		armor_shards 2 ceramite_shards 1 rubber 1 capacitor 1																															
bandit_armor		rusty_shards 1 rags 2 tread 1																															
civres_armor		armor_shards 2 ceramite_shards 1 rubber 1 capacitor 1																															
cultist_armor		demonic_shards 1 ceramite_shards 1 capacitor 1 transformer 1 metal_tread 1																															
power_armor		armor_shards 2 capacitor 1 metal_tread 1																															
realwear_armor		armor_shards 2 ceramite_shards 1 rubber 1 capacitor 1																															
smuggler_armor		rusty_shards 2 rubber 1 tread 1																															
solnet_armor		armor_shards 2 ceramite_shards 1 rubber 1 capacitor 1																															
worker_armor		armor_shards 2 rubber 1 tread 1																															
pmc_armor		armor_shards 2 rags 1 tread 1																															
security_armor		armor_shards 2 rags 1 tread 1																															
rw_militia_vest		armor_shards 1 rags 2 tread 1																															
rw_warlord_armor		ceramite_shards 2 armor_shards 1 rubber 1 capacitor 1																															
svn_cap_vest		rags 2 tread 2																															
svn_heavy_armor		ceramite_shards 2 armor_shards 1 rubber 1 capacitor 1																															
daydream_chem_vest		rubber 2 plastic 1 tread 1																															
daydream_armored_vest		armor_shards 2 rubber 1 plastic 1 tread 1																															
sl_power_armor		armor_shards 2 ceramite_shards 1 rubber 1 capacitor 1																															
ancom_police_armor		armor_shards 2 rags 1 tread 1																															
ancom_agent_armor		rags 2 rubber 2 tread 1																															
church_priest_shirt		rags 2 rubber 1 plastic 1 tread 1																															
church_power_armor		ceramite_shards 2 capacitor 1 metal_tread 1																															
pb_vest		rags 2 rusty_shards 1 tread 1																															
pb_heavy_armor		armor_shards 2 ceramite_shards 1 capacitor 1 metal_tread 1																															
franch_heavy_armor		armor_shards 2 ceramite_shards 1 rubber 1 capacitor 1																															
moon_heavy_armor		moon_bones 1 moon_armor_shards 2 demonic_shards 1																															
moon_armor		moon_bones 1 moon_armor_shards 2 moon_armor_shards																															
core_hard_vest		rags 2 rusty_shards 1 tread 1																															
core_power_armor		ceramite_shards 2 armor_shards 1 capacitor 1																															
employee_vest		rags 3 tread 2																															
spider_armor		rags 1 tread 1 spider_chitin 2																															
jackal_armor		rags 2 armor_shards 1 tread 1																															
green_tshirt		rags 2 tread 2																															
green_vest		rags 2 tread 2																															
blue_tshirt		rags 2 tread 2																															
prison_tshirt		rags 2 tread 1 rubber 1																															
singlet_shirt		rags 2 tread 2																															
scientist_shirt		rags 2 tread 1 rubber 1																															
hyber_shirt		rubber 2 tread 2																															
azt_light_armor		aztec_rags 1 venus_armor_shards 1																															
azt_heavy_armor		aztec_rags 1 venus_armor_shards 2																															
doom_helmet		armor_shards 2 ceramite_shards 1 glass 1 circuit_board 1																															
ancom_helmet		armor_shards 2 ceramite_shards 1 glass 1 microelectronics 1																															
bandit_helmet		rusty_shards 1 armor_shards 1 plastic 1 glass 1																															
civres_helmet		armor_shards 2 ceramite_shards 1 glass 1 microelectronics 1																															
cultist_helmet		demonic_shards 1 ceramite_shards 1 glass 1 microelectronics 1 metal_tread 1																															
power_helmet		armor_shards 2 glass 1 circuit_board 1																															
realwear_helmet		armor_shards 2 ceramite_shards 1 glass 1 microelectronics 1																															
smuggler_helmet		rusty_shards 2 rubber 1 glass 1																															
solnet_helmet		armor_shards 2 ceramite_shards 1 glass 1 microelectronics 1																															
worker_helmet		armor_shards 2 rubber 1 glass 1																															
pmc_helmet		armor_shards 2 plastic 1 glass 1																															
rw_militia_helmet		rusty_shards 1 armor_shards 1 plastic 1																															
rw_warlord_helmet		ceramite_shards 2 armor_shards 2 glass 1 microelectronics 1																															
svn_cap_hat		rags 2 tread 1																															
svn_heavy_helmet		ceramite_shards 2 armor_shards 2 glass 1 microelectronics 1																															
daydream_chem_helmet		rubber 2 plastic 1 glass 1																															
daydream_armored_helmet		armor_shards 2 glass 1																															
sl_power_helmet		armor_shards 2 ceramite_shards 1 glass 1 microelectronics 1																															
ancom_police_mask		armor_shards 2 plastic 1 glass 1																															
ancom_agent_mask		armor_shards 1 rubber 2 glass 1																															
church_priest_helmet		armor_shards 2 rubber 1 glass 1																															
church_power_helmet		armor_shards 2 glass 1 circuit_board 1																															
church_head_device		rags 1 rusty_shards 1 circuit_board 1																															
pb_hard_hat		rags 2 rusty_shards 1 tread 1																															
pb_heavy_helmet		armor_shards 2 ceramite_shards 1 glass 1 circuit_board 1																															
franch_helmet		armor_shards 2 plastic 1 glass 1																															
franch_heavy_mask		armor_shards 2 ceramite_shards 1 glass 1 microelectronics 1																															
moon_helmet		moon_bones 1 moon_armor_shards 2																															
core_hard_hat		rags 2 rusty_shards 1 tread 1																															
core_power_helmet		ceramite_shards 2 armor_shards 2 glass 1 microelectronics 1																															
employee_hat		rags 2 tread 1																															
spider_hemlet		rags 1 tread 1 spider_chitin 2																															
jackal_helmet		rusty_shards 1 armor_shards 1 plastic 1 glass 1																															
balaklava		rags 2 tread 2																															
azt_plum_helmet		aztec_rags 1 venus_armor_shards 1																															
azt_mask		aztec_rags 1 venus_armor_shards 2																															
doom_pants		armor_shards 2 ceramite_shards 1 rubber 1 metal_tread 1																															
ancom_pants		armor_shards 2 ceramite_shards 1 rubber 1 plastic 1																															
bandit_pants		rusty_shards 1 armor_shards 1 rags 1 tread 1																															
civres_pants		armor_shards 2 ceramite_shards 1 rubber 1 plastic 1																															
cultist_pants		demonic_shards 1 ceramite_shards 1 capacitor 1 metal_tread 1 plastic 1																															
power_pants		armor_shards 2 rubber 1 metal_tread 1																															
realwear_pants		armor_shards 2 ceramite_shards 1 rubber 1 plastic 1																															
smuggler_pants		rusty_shards 2 rubber 1 tread 1																															
solnet_pants		armor_shards 2 ceramite_shards 1 rubber 1 plastic 1																															
worker_pants		armor_shards 2 rubber 1 tread 1																															
pmc_pants		armor_shards 2 rags 1 tread 1																															
rw_militia_pants		rags 3 tread 2																															
rw_warlord_pants		ceramite_shards 2 armor_shards 2 rubber 1																															
svn_cap_pants		rags 3 tread 2																															
