#meleeweapons																												
Id		Price	Weight	InventoryWidthSize	WeaponClass	WeaponSubClass	RequiredAmmo	OverrideAmmo	DefaultAmmoId	Damage	Firemodes	MagazineCapacity	ReloadDuration	ReloadOneClip	DurabilityLossOnThrow	ThrowRange	MeleeCanAmputate	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory							
civres_armor		800	4.8	1	200	0	FALSE	armor	blunt 6 pierce 6 lacer 12 fire 12 cold 0 poison 0 shock 0 beam 10																			
cultist_armor		999	4	1	100	0	FALSE	armor	blunt 1 pierce 0 lacer 1 fire 0 cold 0 poison 0 shock 0 beam 4																			
power_armor		800	5.3	1	160	0	FALSE	armor	blunt 14 pierce 0 lacer 14 fire 10 cold 10 poison 0 shock 0 beam 14																			
realwear_armor		1000	4.7	1	200	0	FALSE	heavy_armor	blunt 16 pierce 16 lacer 16 fire 16 cold 16 poison 0 shock 0 beam 16																			
smuggler_armor		400	2.6	1	90	0	FALSE	trash_armor	blunt 0 pierce 5 lacer 5 fire 6 cold 0 poison 0 shock 0 beam 6																			
solnet_armor		800	4.5	1	190	0	FALSE	heavy_armor	blunt 0 pierce 10 lacer 0 fire 16 cold 12 poison 12 shock 12 beam 16																			
worker_armor		600	3.1	1	100	0	FALSE	armor	blunt 6 pierce 0 lacer 6 fire 8 cold 0 poison 6 shock 0 beam 8																			
pmc_armor		400	3.7	1	100	0	FALSE	armor	blunt 8 pierce 8 lacer 8 fire 6 cold 4 poison 0 shock 0 beam 0																			
security_armor		600	4	1	100	0	FALSE	armor	blunt 8 pierce 8 lacer 6 fire 0 cold 0 poison 0 shock 8 beam 6																			
rw_militia_vest		100	1.6	1	80	0	FALSE	armor	blunt 4 pierce 4 lacer 6 fire 0 cold 4 poison 0 shock 0 beam 0																			
rw_warlord_armor		1000	6.8	1	250	0	FALSE	heavy_armor	blunt 19 pierce 19 lacer 19 fire 19 cold 19 poison 0 shock 0 beam 19																			
svn_cap_vest		100	1.2	1	70	0	FALSE	armor	blunt 0 pierce 0 lacer 2 fire 4 cold 4 poison 0 shock 0 beam 4																			
svn_heavy_armor		800	6.4	1	250	0	FALSE	heavy_armor	blunt 16 pierce 16 lacer 0 fire 10 cold 0 poison 0 shock 10 beam 14																			
daydream_chem_vest		200	3.4	1	90	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 6 cold 0 poison 10 shock 0 beam 6																			
daydream_armored_vest		400	4.4	1	160	0	FALSE	armor	blunt 0 pierce 6 lacer 6 fire 6 cold 0 poison 10 shock 0 beam 6																			
sl_power_armor		1000	4.5	1	200	0	FALSE	heavy_armor	blunt 0 pierce 16 lacer 0 fire 16 cold 16 poison 16 shock 16 beam 16																			
mercury_armor		1000	2.9	1	80	0	FALSE		blunt 0 pierce 6 lacer 7 fire 10 cold 0 poison 10 shock 0 beam 10																			
ancom_police_armor		400	3.1	1	100	0	FALSE	armor	blunt 10 pierce 10 lacer 10 fire 4 cold 0 poison 0 shock 4 beam 0																			
ancom_agent_armor		600	2	1	100	0	FALSE	armor	blunt 0 pierce 0 lacer 0 fire 14 cold 14 poison 10 shock 12 beam 14																			
church_priest_shirt		100	2.8	1	100	0	FALSE	cloth	blunt 0 pierce 0 lacer 10 fire 8 cold 6 poison 4 shock 0 beam 6																			
church_power_armor		1000	5	1	160	0	FALSE	armor	blunt 0 pierce 16 lacer 16 fire 16 cold 16 poison 16 shock 0 beam 16																			
pb_vest		100	1.2	1	60	0	FALSE	cloth	blunt 4 pierce 2 lacer 4 fire 2 cold 4 poison 0 shock 0 beam 0																			
pb_heavy_armor		600	5.5	1	170	0	FALSE	armor	blunt 12 pierce 10 lacer 12 fire 0 cold 0 poison 0 shock 0 beam 0																			
franch_heavy_armor		600	4.9	1	200	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 12 fire 0 cold 0 poison 0 shock 0 beam 0																			
moon_heavy_armor		100	5.9	1	180	0	FALSE	moon_armor	blunt 13 pierce 13 lacer 4 fire 8 cold 0 poison 0 shock 9 beam 0																			
moon_armor		100	4	1	90	0	FALSE	moon_armor	blunt 9 pierce 9 lacer 4 fire 7 cold 0 poison 0 shock 6 beam 0																			
core_hard_vest		100	1.3	1	60	0	FALSE	cloth	blunt 4 pierce 2 lacer 0 fire 2 cold 4 poison 0 shock 0 beam 4																			
core_power_armor		1000	7.2	1	250	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 14 fire 10 cold 10 poison 0 shock 0 beam 0																			
employee_vest		100	1.4	1	50	0	FALSE	cloth	blunt 4 pierce 0 lacer 2 fire 2 cold 4 poison 0 shock 2 beam 0																			
spider_armor		20	3.2	1	90	0	FALSE		blunt 4 pierce 0 lacer 4 fire 0 cold 0 poison 4 shock 0 beam 4																			
jackal_armor		400	1.9	1	80	0	FALSE	trash_armor	blunt 4 pierce 6 lacer 4 fire 2 cold 4 poison 0 shock 0 beam 0																			
green_tshirt		10	0.3	1	40	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 2 poison 0 shock 0 beam 0																			
green_vest		10	1.8	1	50	0	FALSE	cloth	blunt 2 pierce 2 lacer 2 fire 2 cold 4 poison 0 shock 0 beam 0																			
blue_tshirt		10	0.3	1	40	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 2 poison 0 shock 0 beam 0																			
prison_tshirt		10	1.3	1	50	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 4 cold 0 poison 2 shock 0 beam 0																			
singlet_shirt		10	0.1	1	30	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 1 poison 0 shock 0 beam 0																			
scientist_shirt		10	1.6	1	40	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 4 cold 4 poison 4 shock 0 beam 4																			
hyber_shirt		10	0.5	1	40	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0																			
azt_light_armor		100	1.1	1	70	0	FALSE	venus_armor	blunt 4 pierce 0 lacer 7 fire 0 cold 6 poison 12 shock 0 beam 0																			
azt_heavy_armor		100	2.2	1	90	0	FALSE	venus_armor	blunt 12 pierce 0 lacer 9 fire 0 cold 4 poison 10 shock 0 beam 0																			
#end																												
																												
#helmets																												
Id		Price	Weight	InventoryWidthSize	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory	ResistSheet																			
doom_helmet		800	3.2	1	230	0	FALSE	heavy_armor	blunt 10 pierce 10 lacer 10 fire 10 cold 0 poison 0 shock 0 beam 0																			
ancom_helmet		1000	2.5	1	160	0	FALSE	heavy_armor	blunt 14 pierce 0 lacer 14 fire 14 cold 14 poison 0 shock 14 beam 14																			
bandit_helmet		40	0.9	1	60	0	FALSE	trash_armor	blunt 2 pierce 4 lacer 4 fire 0 cold 0 poison 2 shock 0 beam 0																			
civres_helmet		800	2.6	1	180	0	FALSE	armor	blunt 6 pierce 4 lacer 10 fire 10 cold 0 poison 0 shock 0 beam 8																			
cultist_helmet		999	3	1	100	0	FALSE	armor	blunt 1 pierce 0 lacer 1 fire 0 cold 0 poison 0 shock 0 beam 4																			
power_helmet		800	2.4	1	150	0	FALSE	armor	blunt 12 pierce 0 lacer 12 fire 10 cold 10 poison 0 shock 0 beam 12																			
realwear_helmet		1000	2.6	1	170	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 14 fire 14 cold 14 poison 0 shock 0 beam 14																			
smuggler_helmet		400	1.5	1	80	0	FALSE	trash_armor	blunt 0 pierce 3 lacer 3 fire 4 cold 0 poison 0 shock 0 beam 4																			
solnet_helmet		800	2.4	1	180	0	FALSE	heavy_armor	blunt 0 pierce 8 lacer 0 fire 14 cold 12 poison 10 shock 10 beam 14																			
worker_helmet		600	1.9	1	90	0	FALSE	armor	blunt 6 pierce 0 lacer 6 fire 6 cold 0 poison 4 shock 0 beam 6																			
pmc_helmet		400	1.6	1	90	0	FALSE	armor	blunt 8 pierce 6 lacer 6 fire 4 cold 4 poison 0 shock 0 beam 0																			
rw_militia_helmet		600	1	1	70	0	FALSE	armor	blunt 6 pierce 4 lacer 6 fire 0 cold 2 poison 0 shock 0 beam 0																			
rw_warlord_helmet		1000	3.6	1	250	0	FALSE	heavy_armor	blunt 16 pierce 16 lacer 16 fire 16 cold 16 poison 0 shock 0 beam 16																			
svn_cap_hat		100	0.5	1	60	0	FALSE	cloth	blunt 0 pierce 0 lacer 2 fire 4 cold 4 poison 0 shock 0 beam 4																			
svn_heavy_helmet		800	3.1	1	250	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 0 fire 10 cold 0 poison 0 shock 10 beam 12																			
daydream_chem_helmet		200	2	1	80	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 6 cold 0 poison 12 shock 0 beam 6																			
daydream_armored_helmet		400	2.2	1	150	0	FALSE	armor	blunt 0 pierce 6 lacer 6 fire 6 cold 0 poison 12 shock 0 beam 6																			
sl_power_helmet		1000	2.8	1	190	0	FALSE	heavy_armor	blunt 0 pierce 14 lacer 0 fire 14 cold 14 poison 14 shock 14 beam 14																			
mercury_diadema		100	1.3	1	70	0	FALSE		blunt 0 pierce 4 lacer 4 fire 10 cold 0 poison 10 shock 0 beam 10																			
ancom_police_mask		400	1.8	1	100	0	FALSE	armor	blunt 8 pierce 8 lacer 8 fire 4 cold 0 poison 0 shock 4 beam 0																			
ancom_agent_mask		600	1.2	1	90	0	FALSE	armor	blunt 0 pierce 0 lacer 0 fire 12 cold 12 poison 10 shock 14 beam 14																			
church_priest_helmet		100	1.7	1	90	0	FALSE	armor	blunt 0 pierce 0 lacer 2 fire 4 cold 6 poison 6 shock 0 beam 10																			
church_power_helmet		1000	2.2	1	150	0	FALSE	armor	blunt 0 pierce 14 lacer 14 fire 14 cold 14 poison 14 shock 0 beam 14																			
church_head_device		100	0.5	1	20	0	FALSE		blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0																			
pb_hard_hat		200	1	1	50	0	FALSE	trash_armor	blunt 4 pierce 0 lacer 4 fire 0 cold 0 poison 0 shock 0 beam 0																			
pb_heavy_helmet		600	2.6	1	160	0	FALSE	armor	blunt 10 pierce 8 lacer 10 fire 0 cold 0 poison 0 shock 0 beam 0																			
franch_helmet		400	1.7	1	90	0	FALSE	armor	blunt 8 pierce 6 lacer 6 fire 0 cold 0 poison 0 shock 8 beam 6																			
franch_heavy_mask		600	2.7	1	200	0	FALSE	heavy_armor	blunt 12 pierce 12 lacer 12 fire 0 cold 0 poison 0 shock 0 beam 0																			
moon_helmet		100	1.8	1	80	0	FALSE	moon_armor	blunt 7 pierce 7 lacer 4 fire 5 cold 0 poison 0 shock 3 beam 0																			
core_hard_hat		200	0.9	1	50	0	FALSE	trash_armor	blunt 4 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 4																			
core_power_helmet		1000	3.9	1	240	0	FALSE	heavy_armor	blunt 12 pierce 12 lacer 12 fire 10 cold 10 poison 0 shock 0 beam 0																			
employee_hat		100	0.2	1	40	0	FALSE	cloth	blunt 2 pierce 0 lacer 2 fire 0 cold 0 poison 0 shock 2 beam 0																			
spider_hemlet		20	1.5	1	80	0	FALSE		blunt 6 pierce 0 lacer 4 fire 0 cold 0 poison 2 shock 0 beam 4																			
jackal_helmet		400	0.8	1	70	0	FALSE	trash_armor	blunt 2 pierce 2 lacer 2 fire 0 cold 0 poison 12 shock 0 beam 0																			
balaklava		10	0.2	1	20	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 4 poison 0 shock 0 beam 0																			
azt_plum_helmet		100	0.6	1	60	0	FALSE	venus_armor	blunt 8 pierce 7 lacer 0 fire 0 cold 4 poison 8 shock 0 beam 0																			
azt_mask		100	1.2	1	80	0	FALSE	venus_armor	blunt 12 pierce 9 lacer 0 fire 0 cold 4 poison 8 shock 0 beam 0																			
christmas_hat		100	0.2	1	50	0	FALSE	cloth	blunt 1 pierce 0 lacer 1 fire 0 cold 6 poison 0 shock 0 beam 0																			
#end																												
																												
#leggings																												
Id		Price	Weight	InventoryWidthSize	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory	ResistSheet																			
doom_pants		800	6.1	1	250	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 10 fire 10 cold 0 poison 0 shock 0 beam 0																			
ancom_pants		1000	4.2	1	180	0	FALSE	heavy_armor	blunt 16 pierce 0 lacer 16 fire 16 cold 16 poison 0 shock 16 beam 16																			
bandit_pants		20	1.7	1	80	0	FALSE	trash_armor	blunt 2 pierce 4 lacer 4 fire 0 cold 0 poison 2 shock 0 beam 0																			
civres_pants		800	4.4	1	190	0	FALSE	armor	blunt 6 pierce 6 lacer 12 fire 12 cold 0 poison 0 shock 0 beam 12																			
cultist_pants		999	4	1	100	0	FALSE	armor	blunt 1 pierce 0 lacer 1 fire 0 cold 0 poison 0 shock 0 beam 4																			
power_pants		800	5.1	1	160	0	FALSE	armor	blunt 14 pierce 0 lacer 14 fire 10 cold 10 poison 0 shock 0 beam 14																			
realwear_pants		1000	4.3	1	200	0	FALSE	heavy_armor	blunt 16 pierce 16 lacer 16 fire 16 cold 16 poison 0 shock 0 beam 16																			
smuggler_pants		400	2.2	1	90	0	FALSE	trash_armor	blunt 0 pierce 5 lacer 5 fire 6 cold 0 poison 0 shock 0 beam 6																			
solnet_pants		800	4.1	1	190	0	FALSE	heavy_armor	blunt 0 pierce 10 lacer 0 fire 16 cold 12 poison 12 shock 12 beam 16																			
worker_pants		600	3	1	100	0	FALSE	armor	blunt 6 pierce 0 lacer 6 fire 6 cold 0 poison 6 shock 0 beam 8																			
pmc_pants		1000	3.5	1	100	0	FALSE	armor	blunt 8 pierce 8 lacer 8 fire 6 cold 4 poison 0 shock 0 beam 0																			
rw_militia_pants		100	1.6	1	80	0	FALSE	cloth	blunt 4 pierce 4 lacer 6 fire 0 cold 4 poison 0 shock 0 beam 0																			
rw_warlord_pants		1000	6.4	1	250	0	FALSE	heavy_armor	blunt 19 pierce 19 lacer 19 fire 19 cold 19 poison 0 shock 0 beam 19																			
svn_cap_pants		100	1.3	1	70	0	FALSE	cloth	blunt 0 pierce 0 lacer 2 fire 4 cold 4 poison 0 shock 0 beam 4																			
svn_heavy_pants		800	6	1	250	0	FALSE	heavy_armor	blunt 16 pierce 16 lacer 0 fire 10 cold 0 poison 0 shock 10 beam 14																			
daydream_chem_pants		200	3.2	1	90	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 6 cold 0 poison 10 shock 0 beam 6																			
daydream_armored_pants		400	4	1	160	0	FALSE	armor	blunt 0 pierce 4 lacer 4 fire 6 cold 0 poison 10 shock 0 beam 6																			
sl_power_pants		1000	4.8	1	200	0	FALSE	heavy_armor	blunt 0 pierce 16 lacer 0 fire 16 cold 16 poison 16 shock 16 beam 16																			
ancom_police_pants		400	3.2	1	100	0	FALSE	armor	blunt 10 pierce 10 lacer 10 fire 4 cold 0 poison 0 shock 4 beam 0																			
ancom_agent_pants		600	1.8	1	100	0	FALSE	armor	blunt 0 pierce 0 lacer 0 fire 14 cold 14 poison 10 shock 12 beam 14																			
church_priest_pants		100	2.4	1	100	0	FALSE	cloth	blunt 0 pierce 0 lacer 10 fire 8 cold 6 poison 4 shock 0 beam 6																			
church_power_pants		1000	4.9	1	160	0	FALSE	armor	blunt 0 pierce 16 lacer 16 fire 16 cold 16 poison 16 shock 0 beam 16																			
pb_pants		100	1.6	1	60	0	FALSE	cloth	blunt 4 pierce 2 lacer 4 fire 2 cold 4 poison 0 shock 0 beam 0																			
pb_heavy_pants		600	5.3	1	170	0	FALSE	armor	blunt 12 pierce 10 lacer 12 fire 0 cold 0 poison 0 shock 0 beam 0																			
franch_pants		400	3.6	1	100	0	FALSE	armor	blunt 8 pierce 8 lacer 6 fire 0 cold 0 poison 0 shock 8 beam 6																			
franch_heavy_pants		600	4.8	1	200	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 12 fire 0 cold 0 poison 0 shock 0 beam 0																			
moon_pants		100	3.5	1	90	0	FALSE	moon_armor	blunt 9 pierce 9 lacer 4 fire 7 cold 0 poison 0 shock 6 beam 0																			
core_hard_pants		100	1.7	1	60	0	FALSE	cloth	blunt 4 pierce 2 lacer 0 fire 2 cold 4 poison 0 shock 0 beam 4																			
core_power_pants		1000	7.1	1	250	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 14 fire 10 cold 10 poison 0 shock 0 beam 0																			
employee_pants		100	1.5	1	50	0	FALSE	cloth	blunt 4 pierce 0 lacer 2 fire 2 cold 4 poison 0 shock 2 beam 0																			
spider_pants		20	3.1	1	90	0	FALSE		blunt 4 pierce 0 lacer 4 fire 0 cold 0 poison 4 shock 0 beam 4																			
jackal_pants		200	1.8	1	80	0	FALSE	cloth	blunt 4 pierce 6 lacer 4 fire 2 cold 4 poison 0 shock 0 beam 0																			
blue_pants		10	0.5	1	30	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 2 poison 0 shock 0 beam 0																			
brown_pants		10	0.5	1	30	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 2 poison 0 shock 0 beam 0																			
yellow_pants		10	0.4	1	30	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 2 poison 0 shock 0 beam 0																			
dark_pants		10	1.4	1	50	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 2 poison 0 shock 0 beam 0																			
prison_pants		10	1.2	1	50	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 4 cold 0 poison 2 shock 0 beam 0																			
hyber_pants		10	0.6	1	40	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 0 poison 0 shock 0 beam 0																			
azt_linecloth		100	1.1	1	70	0	FALSE	venus_armor	blunt 4 pierce 0 lacer 9 fire 0 cold 6 poison 12 shock 0 beam 0																			
#end																												
																												
#boots																												
Id		Price	Weight	InventoryWidthSize	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairCategory	ResistSheet																			
doom_boots		800	4.1	1	230	0	FALSE	heavy_armor	blunt 10 pierce 10 lacer 10 fire 10 cold 0 poison 10 shock 0 beam 0																			
ancom_boots		1000	2.2	1	160	0	FALSE	heavy_armor	blunt 14 pierce 0 lacer 14 fire 14 cold 14 poison 0 shock 14 beam 14																			
bandit_boots		20	0.8	1	70	0	FALSE	trash_armor	blunt 2 pierce 4 lacer 2 fire 0 cold 0 poison 2 shock 0 beam 0																			
civres_boots		800	2.5	1	180	0	FALSE	armor	blunt 4 pierce 4 lacer 10 fire 10 cold 0 poison 0 shock 0 beam 8																			
cultist_boots		999	3	1	100	0	FALSE	armor	blunt 1 pierce 0 lacer 1 fire 0 cold 0 poison 0 shock 0 beam 4																			
power_boots		800	2.2	1	150	0	FALSE	armor	blunt 12 pierce 0 lacer 12 fire 12 cold 10 poison 0 shock 0 beam 12																			
realwear_boots		1000	2.3	1	170	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 14 fire 14 cold 14 poison 0 shock 0 beam 14																			
smuggler_boots		400	1.7	1	80	0	FALSE	trash_armor	blunt 0 pierce 3 lacer 3 fire 0 cold 0 poison 6 shock 0 beam 4																			
solnet_boots		800	2.1	1	180	0	FALSE	heavy_armor	blunt 0 pierce 8 lacer 0 fire 14 cold 10 poison 10 shock 10 beam 14																			
worker_boots		600	1.8	1	90	0	FALSE	armor	blunt 6 pierce 0 lacer 6 fire 8 cold 0 poison 4 shock 0 beam 6																			
pmc_boots		200	1.9	1	90	0	FALSE	armor	blunt 6 pierce 6 lacer 6 fire 4 cold 4 poison 0 shock 0 beam 0																			
rw_warlord_boots		1000	3.4	1	250	0	FALSE	heavy_armor	blunt 16 pierce 16 lacer 16 fire 16 cold 16 poison 0 shock 0 beam 16																			
svn_heavy_boots		800	4	1	250	0	FALSE	heavy_armor	blunt 14 pierce 14 lacer 0 fire 10 cold 0 poison 0 shock 10 beam 12																			
daydream_chem_boots		200	1.9	1	80	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 4 cold 0 poison 8 shock 0 beam 4																			
sl_power_boots		1000	2.9	1	190	0	FALSE	heavy_armor	blunt 0 pierce 14 lacer 0 fire 14 cold 14 poison 14 shock 14 beam 14																			
ancom_police_boots		400	1.6	1	100	0	FALSE	armor	blunt 8 pierce 8 lacer 8 fire 4 cold 0 poison 0 shock 4 beam 0																			
ancom_agent_boots		600	1.2	1	90	0	FALSE	armor	blunt 0 pierce 0 lacer 0 fire 12 cold 12 poison 12 shock 10 beam 12																			
church_priest_boots		200	1.6	1	90	0	FALSE	armor	blunt 0 pierce 0 lacer 4 fire 4 cold 6 poison 10 shock 0 beam 4																			
church_power_boots		1000	2	1	150	0	FALSE	armor	blunt 0 pierce 14 lacer 14 fire 14 cold 14 poison 14 shock 0 beam 14																			
pb_boots		100	0.9	1	50	0	FALSE	trash_armor	blunt 4 pierce 2 lacer 0 fire 0 cold 2 poison 2 shock 0 beam 0																			
pb_heavy_boots		600	2.4	1	160	0	FALSE	armor	blunt 10 pierce 8 lacer 10 fire 0 cold 0 poison 4 shock 0 beam 0																			
franch_boots		400	2	1	90	0	FALSE	armor	blunt 6 pierce 8 lacer 8 fire 0 cold 0 poison 0 shock 6 beam 4																			
franch_heavy_boots		600	2.8	1	200	0	FALSE	heavy_armor	blunt 12 pierce 12 lacer 12 fire 0 cold 0 poison 10 shock 0 beam 0																			
moon_boots		100	1.8	1	80	0	FALSE	moon_armor	blunt 7 pierce 8 lacer 3 fire 6 cold 0 poison 0 shock 3 beam 0																			
common_boots		100	1	1	50	0	FALSE	cloth	blunt 2 pierce 0 lacer 0 fire 0 cold 2 poison 2 shock 2 beam 0																			
core_power_boots		1000	3.8	1	240	0	FALSE	heavy_armor	blunt 12 pierce 12 lacer 12 fire 12 cold 10 poison 0 shock 0 beam 0																			
spider_boots		10	1.6	1	80	0	FALSE		blunt 2 pierce 0 lacer 2 fire 0 cold 0 poison 6 shock 0 beam 2																			
jackal_boots		100	1	1	70	0	FALSE	trash_armor	blunt 2 pierce 2 lacer 4 fire 0 cold 2 poison 4 shock 0 beam 0																			
blue_boots		10	0.4	1	30	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 2 poison 2 shock 0 beam 0																			
broun_boots		10	0.4	1	30	0	FALSE	cloth	blunt 0 pierce 0 lacer 0 fire 0 cold 2 poison 2 shock 0 beam 0																			
azt_boots		100	0.7	1	60	0	FALSE	venus_armor	blunt 4 pierce 0 lacer 7 fire 0 cold 4 poison 8 shock 0 beam 0																			
#end																												
																												
#repairs																												
Id		Price	Weight	InventoryWidthSize	MaxStack	RestoreAmount	ReduceMaxCapacity	RepairCategories	RestoreMaxCapacity																			
armor_shards		2	1	1	10	30	10	armor	FALSE																			
weapon_shards		2	0.4	1	20	30	10	weapon tech_weapon	FALSE																			
blunt_melee_shards		2	0.3	1	20	30	10	blunt_melee	FALSE																			
pierce_melee_shards		2	0.3	1	20	30	10	pierce_melee	FALSE																			
broken_weapon		1	0.1	1	50	15	5	trash_weapon	FALSE																			
rusty_shards		1	1.2	1	10	15	5	trash_armor	FALSE																			
coarse_gears		1	1	1	10	30	10	engineering_weapon	FALSE																			
rod		1	0.5	1	20	30	10	blunt_melee	FALSE																			
microelectronics		10	0.05	1	20	30	5	tech_weapon	FALSE																			
ceramite_shards		5	0.8	1	10	30	10	heavy_armor	FALSE																			
capacitor		10	0.5	1	20	30	5	tech_weapon	FALSE																			
tape		20	0.1	1	20	20	0	all	FALSE																			
*rags		1	0.2	1	20	30	10	cloth	FALSE																			
armor_repair_kit		300	1.2	1	10	80	0	armor trash_armor heavy_armor cloth	TRUE																			
weapon_repair_kit		300	1.2	1	10	80	0	weapon engineering_weapon tech_weapon trash_weapon	TRUE																			
melee_repair_kit		300	1.2	1	10	80	0	blunt_melee pierce_melee BluntTechnical	TRUE																			
demonic_shards		100	0.5	1	1	500	0	all	TRUE																			
venus_armor_shards		10	0.5	1	20	40	5	venus_armor	FALSE																			
moon_armor_shards		10	0.6	1	20	40	5	moon_armor	FALSE																			
moon_bones		10	0.6	1	20	40	5	moon_weapon	FALSE																			
venus_weapon_shard		10	0.5	1	20	40	5	venus_weapon	FALSE																			
#end																												
																												
#automaps																												
Id		Price	Weight	InventoryWidthSize	ExploreLevel	DestroyJammers	HighlightQuasimorphsDuration																					
automap		82	0.5	1	FALSE	TRUE	0																					
demonic_aye		150	0.4	1	TRUE	FALSE	20																					
quasi_sensor_device		0	0	0	FALSE	FALSE	20																					
#end																												
																												
#skulls																												
Id		Price	Weight	InventoryWidthSize	PerkId	CanBaronUse	Unbreakable																					
skull_explosion		300	1	1	ultimate_explosion	TRUE	TRUE																					
skull_ray		300	1	1	ultimate_ray	TRUE	TRUE																					
skull_contract_mercury		300	1	1	ultimate_contract_mercury	FALSE	TRUE																					
skull_bloodstrike		300	1	1	ultimate_blood_strike	TRUE	TRUE																					
skull_bloodlust		300	1	1	ultimate_bloodlust	TRUE	TRUE																					
skull_call_of_blood		300	1	1	ultimate_call_of_blood	TRUE	TRUE																					
skull_contract_venus		300	1	1	ultimate_contract_venus	FALSE	TRUE																					
skull_feathered_serpent		300	1	1	ultimate_feathered_serpent	FALSE	TRUE																					
skull_transformation		300	1	1	ultimate_transformation	TRUE	TRUE																					
skull_resurrection		300	1	1	ultimate_resurrection	TRUE	TRUE																					
skull_contract_luna		300	1	1	ultimate_contract_luna	FALSE	TRUE																					
#end																												
																												
#quasiartifacts																												
Id		Price	Weight	InventoryWidthSize	CanRemoveSkullContract																							
anulator		200	1	1	TRUE																							
#end																												
																												
#grenades																												
Id		Price	Weight	InventoryWidthSize	MaxStack	TurnsToExplode	RicochetTrajectory	Parameters.VisualExplosion	Parameters.Radius	Parameters.GainDmgToCreature	Parameters.GainDmgToLocation	Parameters.GainDmgToMonolith	Parameters.Damage	Parameters.DamageType	Parameters.WoundChance	Parameters.Throwback	Parameters.ThrowbackChance	Parameters.ThrowbackDependOnRadius	Parameters.Stun	Parameters.StunChance	Parameters.StunDuration	Parameters.StunDependOnRadius	Parameters.PropagateFire	Parameters.PropagateFireChance	Parameters.LargeFireChance	Parameters.FireDependOnRadius	Parameters.PropagateLiquid	Parameters.LiquidType
frag_grenade		100	0.3	1	3	2	TRUE	TRUE	3	TRUE	TRUE	FALSE	75	explosion	70	TRUE	0.5	FALSE	FALSE	0	0	FALSE	TRUE	0.05	10	TRUE	FALSE	Red
qwasi_grenade		100	0.1	1	3	1	TRUE	TRUE	4	TRUE	TRUE	FALSE	95	beam	50	TRUE	0.3	FALSE	FALSE	0	0	FALSE	TRUE	0.3	0	FALSE	FALSE	Red
thermal_grenade		100	0.4	1	3	1	TRUE	FALSE	3	FALSE	FALSE	FALSE	20	fire	0	FALSE	0	FALSE	FALSE	0	0	FALSE	TRUE	0.9	75	FALSE	FALSE	Red
stun_grenade		100	0.2	1	3	1	TRUE	TRUE	4	FALSE	FALSE	FALSE	0	shock	0	FALSE	0	FALSE	TRUE	1	4	TRUE	FALSE	0	0	FALSE	FALSE	Red
trowable_heart		10	0.33	1	3	0	TRUE	FALSE	1	TRUE	FALSE	FALSE	10	blunt	10	FALSE	0	FALSE	FALSE	0	0	FALSE	FALSE	0	0	FALSE	TRUE	Red
trowing_knife		10	1	1	3	0	TRUE	FALSE	1	TRUE	FALSE	FALSE	30	pierce	10	FALSE	0	FALSE	FALSE	0	0	FALSE	FALSE	0	0	FALSE	FALSE	Red
handmade_frag_grenade		10	0.2	1	3	2	TRUE	TRUE	2	TRUE	TRUE	FALSE	30	explosion	60	TRUE	0.4	FALSE	FALSE	0	0	FALSE	TRUE	0.04	8	TRUE	FALSE	Red
